,index,winner_name,winner_hand,winner_ht,winner_age,score,tourney_name,minutes,loser_name,loser_hand,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1129,2306,Xin Yu Wang,R,182.0,23.0,4-6 7-5 7-6(6),Wuhan,170.0,Ekaterina Alexandrova,R,175.0,29.8,51.0,1058.0,33.0,1693.0
1130,2307,Aryna Sabalenka,R,182.0,26.4,1-6 6-4 6-0,Wuhan,121.0,Yulia Putintseva,R,163.0,29.7,2.0,8716.0,35.0,1619.0
1131,2308,Magdalena Frech,R,171.0,26.8,6-3 6-2,Wuhan,100.0,Beatriz Haddad Maia,L,185.0,28.3,27.0,1853.0,12.0,3036.0
1132,2309,Coco Gauff,R,175.0,20.5,6-4 6-1,Wuhan,61.0,Marta Kostyuk,R,175.0,22.2,4.0,5593.0,17.0,2383.0
1133,2310,Magda Linette,R,171.0,32.6,6-2 6-3,Wuhan,72.0,Daria Kasatkina,R,170.0,27.4,45.0,1241.0,11.0,3075.0
1134,2314,Xin Yu Wang,R,182.0,23.0,6-3 7-5,Wuhan,93.0,Jessica Pegula,R,170.0,30.6,51.0,1058.0,3.0,5945.0
1135,2315,Aryna Sabalenka,R,182.0,26.4,6-4 6-4,Wuhan,94.0,Katerina Siniakova,R,174.0,28.4,2.0,8716.0,37.0,1474.0
1136,2316,Yulia Putintseva,R,163.0,29.7,6-4 3-6 6-4,Wuhan,149.0,Donna Vekic,R,179.0,28.2,35.0,1619.0,18.0,2298.0
1137,2317,Beatriz Haddad Maia,L,185.0,28.3,6-1 6-4,Wuhan,91.0,Veronika Kudermetova,R,175.0,27.4,12.0,3036.0,63.0,983.0
1138,2319,Coco Gauff,R,175.0,20.5,6-1 6-2,Wuhan,75.0,Viktoriya Tomova,R,170.0,29.6,4.0,5593.0,48.0,1092.0
1139,2322,Daria Kasatkina,R,170.0,27.4,6-4 1-6 6-1,Wuhan,101.0,Bernarda Pera,L,175.0,29.8,11.0,3075.0,95.0,750.0
1140,2326,Jasmine Paolini,R,160.0,28.7,6-4 6-3,Wuhan,94.0,Yue Yuan,R,184.0,26.0,6.0,5293.0,41.0,1349.0
1141,2328,Ekaterina Alexandrova,R,175.0,29.8,6-4 6-7(2) 6-1,Wuhan,158.0,Anna Kalinskaya,R,175.0,25.8,33.0,1693.0,13.0,2825.0
1142,2331,Katerina Siniakova,R,174.0,28.4,6-3 6-1,Wuhan,76.0,Alexandra Eala,L,173.0,19.3,37.0,1474.0,148.0,502.0
1143,2332,Yulia Putintseva,R,163.0,29.7,6-4 6-4,Wuhan,72.0,Shuai Zhang,R,177.0,35.7,35.0,1619.0,250.0,286.0
1144,2333,Donna Vekic,R,179.0,28.2,3-6 6-1 6-3,Wuhan,122.0,Elise Mertens,R,179.0,28.8,18.0,2298.0,30.0,1804.0
1145,2334,Beatriz Haddad Maia,L,185.0,28.3,7-6(7) 6-2,Wuhan,128.0,Madison Keys,R,178.0,29.6,12.0,3036.0,20.0,2196.0
1146,2335,Veronika Kudermetova,R,175.0,27.4,6-4 7-6(4),Wuhan,143.0,Marie Bouzkova,R,180.0,26.2,63.0,983.0,42.0,1320.0
1147,2337,Viktoriya Tomova,R,170.0,29.6,1-6 7-6(8) 7-5,Wuhan,154.0,Ashlyn Krueger,R,185.0,20.4,48.0,1092.0,65.0,972.0
1148,2340,Magda Linette,R,171.0,32.6,6-2 6-2,Wuhan,85.0,Liudmila Samsonova,R,180.0,25.9,45.0,1241.0,23.0,2080.0
1149,2341,Lesia Tsurenko,R,174.0,35.3,6-2 7-5,Wuhan,111.0,Katie Boulter,R,180.0,28.1,96.0,739.0,34.0,1625.0
1150,2342,Bernarda Pera,L,175.0,29.8,6-2 4-6 6-2,Wuhan,136.0,Irina Camelia Begu,R,181.0,34.1,95.0,750.0,100.0,718.0
1151,2343,Jaqueline Cristian,R,180.0,26.3,4-6 6-2 6-3,Wuhan,127.0,Camila Osorio,R,162.0,22.7,75.0,894.0,59.0,1010.0
1152,2348,Yue Yuan,R,184.0,26.0,1-6 6-4 6-2,Wuhan,122.0,Clara Burel,R,176.0,23.5,41.0,1349.0,55.0,1040.0
1153,2350,Ekaterina Alexandrova,R,175.0,29.8,6-1 4-6 6-4,Wuhan,123.0,Sofia Kenin,R,170.0,25.8,33.0,1693.0,162.0,471.0
1154,2353,Xin Yu Wang,R,182.0,23.0,6-4 6-0,Wuhan,79.0,Caroline Dolehide,R,178.0,26.0,51.0,1058.0,101.0,712.0
1155,2358,Paula Badosa,R,180.0,26.9,6-3 6-2,Ningbo,89.0,Beatriz Haddad Maia,L,185.0,28.3,14.0,2713.0,10.0,3146.0
1156,2359,Daria Kasatkina,R,170.0,27.4,6-4 1-6 7-6(6),Ningbo,161.0,Yulia Putintseva,R,163.0,29.7,11.0,3108.0,32.0,1738.0
1157,2361,Karolina Muchova,R,178.0,28.1,2-6 6-2 6-3,Ningbo,151.0,Anna Kalinskaya,R,175.0,25.8,29.0,1776.0,12.0,2880.0
1158,2362,Beatriz Haddad Maia,L,185.0,28.3,7-6(2) 7-5,Ningbo,146.0,Katie Boulter,R,180.0,28.2,10.0,3146.0,35.0,1625.0
1159,2364,Daria Kasatkina,R,170.0,27.4,1-6 6-3 6-2,Ningbo,125.0,Katerina Siniakova,R,174.0,28.4,11.0,3108.0,42.0,1304.0
1160,2368,Anna Kalinskaya,R,175.0,25.8,6-3 6-3,Ningbo,105.0,Yue Yuan,R,184.0,26.0,12.0,2880.0,46.0,1234.0
1161,2369,Karolina Muchova,R,178.0,28.1,6-2 6-1,Ningbo,77.0,Jaqueline Cristian,R,180.0,26.3,29.0,1776.0,73.0,902.0
1162,2370,Katie Boulter,R,180.0,28.2,6-3 6-2,Ningbo,73.0,Sara Errani,R,164.0,37.4,35.0,1625.0,90.0,795.0
1163,2373,Katerina Siniakova,R,174.0,28.4,6-2 6-4,Ningbo,79.0,Magda Linette,R,171.0,32.6,42.0,1304.0,40.0,1396.0
1164,2374,Yulia Putintseva,R,163.0,29.7,6-2 6-0,Ningbo,67.0,Caroline Dolehide,R,178.0,26.1,32.0,1738.0,100.0,712.0
1165,2379,Anna Kalinskaya,R,175.0,25.8,3-6 6-3 6-4,Ningbo,138.0,Priscilla Hon,R,171.0,26.4,12.0,2880.0,225.0,314.0
1166,2380,Yue Yuan,R,184.0,26.0,6-4 6-2,Ningbo,101.0,Ajla Tomljanovic,R,180.0,31.4,46.0,1234.0,85.0,811.0
1167,2388,Diane Parry,R,170.0,22.1,6-3 1-6 6-3,Osaka,137.0,Clara Tauson,R,182.0,21.8,52.0,1056.0,63.0,985.0
1168,2394,Ana Bogdan,R,171.0,31.8,6-0 7-6(5),Osaka,117.0,Marie Bouzkova,R,180.0,26.2,111.0,641.0,43.0,1270.0
1169,2396,Clara Tauson,R,182.0,21.8,6-3 6-2,Osaka,91.0,Harriet Dart,R,175.0,28.2,63.0,985.0,81.0,837.0
1170,2397,Eva Lys,R,165.0,22.7,6-2 6-3,Osaka,92.0,Camila Osorio,R,162.0,22.8,118.0,610.0,55.0,1022.0
1171,2402,Kimberly Birrell,R,170.0,26.4,6-2 6-3,Osaka,72.0,Saisai Zheng,R,170.0,30.6,150.0,495.0,1007.0,17.0
1172,2407,Ana Bogdan,R,171.0,31.8,6-2 6-2,Osaka,77.0,Veronika Kudermetova,R,175.0,27.4,111.0,641.0,67.0,938.0
1173,2408,Marie Bouzkova,R,180.0,26.2,7-6(6) 2-6 6-3,Osaka,165.0,Moyuka Uchijima,R,171.0,23.1,43.0,1270.0,59.0,995.0
1174,2411,Harriet Dart,R,175.0,28.2,3-6 7-5 7-5,Osaka,180.0,Laura Siegemund,R,168.0,36.6,81.0,837.0,89.0,796.0
1175,2416,Katerina Siniakova,R,174.0,28.4,6-4 7-5,Guangzhou,84.0,Bernarda Pera,L,175.0,29.8,48.0,1139.0,79.0,843.0
1176,2420,Katerina Siniakova,R,174.0,28.4,6-1 6-4,Guangzhou,78.0,Alycia Parks,R,185.0,23.8,48.0,1139.0,115.0,624.0
1177,2421,Bernarda Pera,L,175.0,29.8,6-2 6-2,Guangzhou,65.0,Shuai Zhang,R,177.0,35.7,79.0,843.0,237.0,297.0
1178,2427,Caroline Dolehide,R,178.0,26.1,6-7(3) 6-4 7-6(6),Guangzhou,198.0,Marie Bouzkova,R,180.0,26.2,101.0,712.0,47.0,1140.0
1179,2428,Katerina Siniakova,R,174.0,28.4,6-2 6-1,Guangzhou,63.0,Petra Martic,R,181.0,33.7,48.0,1139.0,121.0,592.0
1180,2430,Bernarda Pera,L,175.0,29.8,6-0 6-3,Guangzhou,60.0,Alexandra Eala,L,173.0,19.4,79.0,843.0,147.0,494.0
1181,2438,Jaqueline Cristian,R,180.0,26.3,6-4 2-6 6-1,Guangzhou,122.0,Viktorija Golubic,R,169.0,32.0,74.0,887.0,165.0,441.0
1182,2446,Sofia Kenin,R,170.0,25.9,6-4 6-4,Tokyo,89.0,Katie Boulter,R,180.0,28.2,155.0,480.0,33.0,1660.0
1183,2449,Sofia Kenin,R,170.0,25.9,6-3 6-4,Tokyo,78.0,Daria Kasatkina,R,170.0,27.4,155.0,480.0,9.0,3500.0
1184,2450,Katie Boulter,R,180.0,28.2,6-2 6-1,Tokyo,62.0,Bianca Andreescu,R,170.0,24.3,33.0,1660.0,159.0,455.0
1185,2455,Sofia Kenin,R,170.0,25.9,6-7(8) 6-4 7-6(6),Tokyo,171.0,Clara Tauson,R,182.0,21.8,155.0,480.0,53.0,1037.0
1186,2462,Viktoriya Tomova,R,170.0,29.6,7-6(3) 6-3,Tokyo,114.0,Veronika Kudermetova,R,175.0,27.4,49.0,1127.0,62.0,988.0
1187,2465,Sofia Kenin,R,170.0,25.9,6-1 6-4,Tokyo,78.0,Xin Yu Wang,R,182.0,23.0,155.0,480.0,39.0,1418.0
1188,2466,Clara Tauson,R,182.0,21.8,6-2 6-3,Tokyo,83.0,Nao Hibino,R,163.0,29.8,53.0,1037.0,156.0,468.0
1189,2468,Katie Boulter,R,180.0,28.2,6-1 6-4,Tokyo,76.0,Priscilla Hon,R,171.0,26.4,33.0,1660.0,217.0,325.0
1191,2472,Katie Boulter,R,180.0,28.2,6-2 5-7 6-2,Hong Kong,154.0,Yue Yuan,R,184.0,26.0,29.0,1828.0,45.0,1149.0
1192,2474,Leylah Fernandez,L,168.0,22.1,6-1 7-6(7),Hong Kong,91.0,Bernarda Pera,L,175.0,29.9,32.0,1672.0,81.0,872.0
1193,2475,Yue Yuan,R,184.0,26.0,6-3 6-3,Hong Kong,80.0,Sofia Kenin,R,170.0,25.9,45.0,1149.0,88.0,804.0
1194,2479,Leylah Fernandez,L,168.0,22.1,6-1 6-2,Hong Kong,80.0,Kimberly Birrell,R,170.0,26.4,32.0,1672.0,115.0,646.0
1195,2481,Yue Yuan,R,184.0,26.0,4-6 7-5 6-2,Hong Kong,159.0,Nao Hibino,R,163.0,29.9,45.0,1149.0,159.0,468.0
1196,2489,Leylah Fernandez,L,168.0,22.1,6-2 6-2,Hong Kong,84.0,Heather Watson,R,170.0,32.4,32.0,1672.0,139.0,545.0
1197,2490,Kimberly Birrell,R,170.0,26.4,6-3 6-4,Hong Kong,113.0,Ana Bogdan,R,171.0,31.9,115.0,646.0,112.0,653.0
1198,2493,Yue Yuan,R,184.0,26.0,6-3 6-3,Hong Kong,82.0,Simona Halep,R,168.0,33.0,45.0,1149.0,883.0,26.0
1199,2494,Nao Hibino,R,163.0,29.9,6-7(4) 6-3 7-5,Hong Kong,157.0,Jia Jing Lu,R,173.0,34.9,159.0,468.0,259.0,270.0
1201,2503,Viktorija Golubic,R,169.0,32.0,6-1 6-2,Jiujiang,77.0,Marie Bouzkova,R,180.0,26.2,168.0,441.0,49.0,1110.0
1202,2506,Viktorija Golubic,R,169.0,32.0,7-5 4-6 7-6(5),Jiujiang,204.0,Arantxa Rus,L,180.0,33.8,168.0,441.0,83.0,847.0
1203,2514,Laura Siegemund,R,168.0,36.6,6-4 6-4,Jiujiang,115.0,Tamara Korpatsch,R,170.0,29.4,101.0,754.0,200.0,359.0
1204,2517,Marie Bouzkova,R,180.0,26.2,7-5 7-6(4),Jiujiang,140.0,Alexandra Eala,L,173.0,19.4,49.0,1110.0,150.0,501.0
1205,2526,Saisai Zheng,R,170.0,30.7,6-4 2-6 6-4,Jiujiang,145.0,Jana Fett,R,168.0,27.9,988.0,19.0,105.0,685.0
1206,2528,Laura Siegemund,R,168.0,36.6,7-5 6-3,Jiujiang,104.0,Moyuka Uchijima,R,171.0,23.2,101.0,754.0,55.0,1040.0
1207,2538,Ann Li,R,170.0,24.3,6-1 6-1,Merida,62.0,Jil Teichmann,L,170.0,27.2,111.0,655.0,153.0,496.0
1208,2556,Ann Li,R,170.0,24.3,6-0 6-4,Merida,64.0,Nuria Parrizas Diaz,R,167.0,33.2,111.0,655.0,94.0,790.0
1209,2560,Nina Stojanovic,R,176.0,28.2,6-4 6-4,Merida,120.0,Tatjana Maria,R,172.0,37.2,560.0,83.0,98.0,781.0
1210,2562,Varvara Lepchenko,L,180.0,38.4,6-2 6-2,Merida,74.0,Tamara Zidansek,R,168.0,26.8,144.0,516.0,192.0,373.0
1211,2564,Aryna Sabalenka,R,182.0,26.5,6-3 7-5,Riyadh Finals,90.0,Jasmine Paolini,R,160.0,28.8,1.0,9016.0,4.0,5144.0
1212,2565,Elena Rybakina,R,184.0,25.3,6-4 3-6 6-1,Riyadh Finals,101.0,Aryna Sabalenka,R,182.0,26.5,5.0,4971.0,1.0,9016.0
1213,2567,Jasmine Paolini,R,160.0,28.8,7-6(5) 6-4,Riyadh Finals,104.0,Elena Rybakina,R,184.0,25.3,4.0,5144.0,5.0,4971.0
1214,2570,Coco Gauff,R,175.0,20.6,6-3 6-4,Riyadh Finals,108.0,Iga Swiatek,R,176.0,23.4,3.0,5230.0,2.0,7970.0
1215,2571,Iga Swiatek,R,176.0,23.4,6-1 6-0,Riyadh Finals,51.0,Daria Kasatkina,R,170.0,27.4,2.0,7970.0,9.0,3368.0
1216,2572,Iga Swiatek,R,176.0,23.4,4-6 7-5 6-2,Riyadh Finals,153.0,Barbora Krejcikova,R,178.0,28.8,2.0,7970.0,13.0,2814.0
1217,2573,Coco Gauff,R,175.0,20.6,6-3 6-2,Riyadh Finals,75.0,Jessica Pegula,R,170.0,30.6,3.0,5230.0,6.0,4705.0
1218,2574,Barbora Krejcikova,R,178.0,28.8,7-5 6-4,Riyadh Finals,102.0,Coco Gauff,R,175.0,20.6,13.0,2814.0,3.0,5230.0
1219,2575,Barbora Krejcikova,R,178.0,28.8,6-3 6-3,Riyadh Finals,69.0,Jessica Pegula,R,170.0,30.6,13.0,2814.0,6.0,4705.0
1220,2577,Coco Gauff,R,175.0,20.6,7-6(4) 6-3,Riyadh Finals,109.0,Aryna Sabalenka,R,182.0,26.5,3.0,5230.0,1.0,9016.0
1221,2579,Mayar Sherif,R,180.0,28.5,6-3 4-6 6-4,Buenos Aires 125,147.0,Katarzyna Kawa,R,178.0,32.0,100.0,757.0,296.0,221.0
1222,2586,Katarzyna Kawa,R,178.0,32.0,3-6 6-2 6-3,Buenos Aires 125,130.0,Panna Udvardy,R,170.0,26.1,296.0,221.0,159.0,460.0
1223,2591,Mayar Sherif,R,180.0,28.5,6-2 6-2,Buenos Aires 125,69.0,Kristina Mladenovic,R,184.0,31.5,100.0,757.0,206.0,352.0
1224,2594,Katarzyna Kawa,R,178.0,32.0,2-6 6-2 6-4,Buenos Aires 125,131.0,Varvara Lepchenko,L,180.0,38.5,296.0,221.0,143.0,542.0
1225,2642,Iga Swiatek,R,176.0,23.4,6-3 6-7(5) 6-1,BJK Cup Finals,158.0,Paula Badosa,R,180.0,26.9,2.0,8370.0,12.0,2908.0
1226,2646,Jasmine Paolini,R,160.0,28.8,6-3 6-4,BJK Cup Finals,76.0,Moyuka Uchijima,R,171.0,23.2,4.0,5344.0,56.0,1040.0
1227,2654,Iga Swiatek,R,176.0,23.4,3-6 6-4 6-4,BJK Cup Finals,158.0,Jasmine Paolini,R,160.0,28.8,2.0,8370.0,4.0,5344.0
